{'symbol': 'BANK.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BANK.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HEAL.JK', 'price_stats': {'eod_records': 2398, 'intraday_records': 0, 'total_records': 2398}, 'action_stats': {'symbol': 'HEAL.JK', 'dividends': 7, 'splits': 1, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IKPM.JK', 'price_stats': {'eod_records': 688, 'intraday_records': 0, 'total_records': 688}, 'action_stats': {'symbol': 'IKPM.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IRRA.JK', 'price_stats': {'eod_records': 1939, 'intraday_records': 0, 'total_records': 1939}, 'action_stats': {'symbol': 'IRRA.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KLBF.JK', 'price_stats': {'eod_records': 9364, 'intraday_records': 0, 'total_records': 9364}, 'action_stats': {'symbol': 'KLBF.JK', 'dividends': 22, 'splits': 2, 'total': 24, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LABS.JK', 'price_stats': {'eod_records': 493, 'intraday_records': 0, 'total_records': 493}, 'action_stats': {'symbol': 'LABS.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MDLA.JK', 'price_stats': {'eod_records': 262, 'intraday_records': 0, 'total_records': 262}, 'action_stats': {'symbol': 'MDLA.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MEDS.JK', 'price_stats': {'eod_records': 1073, 'intraday_records': 0, 'total_records': 1073}, 'action_stats': {'symbol': 'MEDS.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MERK.JK', 'price_stats': {'eod_records': 8171, 'intraday_records': 0, 'total_records': 8171}, 'action_stats': {'symbol': 'MERK.JK', 'dividends': 30, 'splits': 1, 'total': 31, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MIKA.JK', 'price_stats': {'eod_records': 3386, 'intraday_records': 0, 'total_records': 3386}, 'action_stats': {'symbol': 'MIKA.JK', 'dividends': 10, 'splits': 1, 'total': 11, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MMIX.JK', 'price_stats': {'eod_records': 969, 'intraday_records': 0, 'total_records': 969}, 'action_stats': {'symbol': 'MMIX.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MTMH.JK', 'price_stats': {'eod_records': 1163, 'intraday_records': 0, 'total_records': 1163}, 'action_stats': {'symbol': 'MTMH.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'OBAT.JK', 'price_stats': {'eod_records': 333, 'intraday_records': 0, 'total_records': 333}, 'action_stats': {'symbol': 'OBAT.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'OMED.JK', 'price_stats': {'eod_records': 994, 'intraday_records': 0, 'total_records': 994}, 'action_stats': {'symbol': 'OMED.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PEHA.JK', 'price_stats': {'eod_records': 2200, 'intraday_records': 0, 'total_records': 2200}, 'action_stats': {'symbol': 'PEHA.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PEVE.JK', 'price_stats': {'eod_records': 927, 'intraday_records': 0, 'total_records': 927}, 'action_stats': {'symbol': 'PEVE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PRAY.JK', 'price_stats': {'eod_records': 994, 'intraday_records': 0, 'total_records': 994}, 'action_stats': {'symbol': 'PRAY.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PRDA.JK', 'price_stats': {'eod_records': 2856, 'intraday_records': 0, 'total_records': 2856}, 'action_stats': {'symbol': 'PRDA.JK', 'dividends': 8, 'splits': 0, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PRIM.JK', 'price_stats': {'eod_records': 2398, 'intraday_records': 0, 'total_records': 2398}, 'action_stats': {'symbol': 'PRIM.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RSCH.JK', 'price_stats': {'eod_records': 752, 'intraday_records': 0, 'total_records': 752}, 'action_stats': {'symbol': 'RSCH.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RSGK.JK', 'price_stats': {'eod_records': 1355, 'intraday_records': 0, 'total_records': 1355}, 'action_stats': {'symbol': 'RSGK.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SAME.JK', 'price_stats': {'eod_records': 4051, 'intraday_records': 0, 'total_records': 4051}, 'action_stats': {'symbol': 'SAME.JK', 'dividends': 5, 'splits': 1, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SCPI.JK', 'price_stats': {'eod_records': 755, 'intraday_records': 0, 'total_records': 755}, 'action_stats': {'symbol': 'SCPI.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SIDO.JK', 'price_stats': {'eod_records': 3773, 'intraday_records': 0, 'total_records': 3773}, 'action_stats': {'symbol': 'SIDO.JK', 'dividends': 21, 'splits': 2, 'total': 23, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SILO.JK', 'price_stats': {'eod_records': 3856, 'intraday_records': 0, 'total_records': 3856}, 'action_stats': {'symbol': 'SILO.JK', 'dividends': 5, 'splits': 1, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SOHO.JK', 'price_stats': {'eod_records': 1662, 'intraday_records': 0, 'total_records': 1662}, 'action_stats': {'symbol': 'SOHO.JK', 'dividends': 9, 'splits': 1, 'total': 10, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SRAJ.JK', 'price_stats': {'eod_records': 4605, 'intraday_records': 0, 'total_records': 4605}, 'action_stats': {'symbol': 'SRAJ.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SURI.JK', 'price_stats': {'eod_records': 662, 'intraday_records': 0, 'total_records': 662}, 'action_stats': {'symbol': 'SURI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TSPC.JK', 'price_stats': {'eod_records': 9159, 'intraday_records': 0, 'total_records': 9159}, 'action_stats': {'symbol': 'TSPC.JK', 'dividends': 28, 'splits': 1, 'total': 29, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SRTG.JK', 'price_stats': {'eod_records': 3920, 'intraday_records': 0, 'total_records': 3920}, 'action_stats': {'symbol': 'SRTG.JK', 'dividends': 11, 'splits': 1, 'total': 12, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ADCP.JK', 'price_stats': {'eod_records': 1210, 'intraday_records': 0, 'total_records': 1210}, 'action_stats': {'symbol': 'ADCP.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AMAN.JK', 'price_stats': {'eod_records': 1809, 'intraday_records': 0, 'total_records': 1809}, 'action_stats': {'symbol': 'AMAN.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'APLN.JK', 'price_stats': {'eod_records': 4733, 'intraday_records': 0, 'total_records': 4733}, 'action_stats': {'symbol': 'APLN.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ASPI.JK', 'price_stats': {'eod_records': 1832, 'intraday_records': 0, 'total_records': 1832}, 'action_stats': {'symbol': 'ASPI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ASRI.JK', 'price_stats': {'eod_records': 5625, 'intraday_records': 0, 'total_records': 5625}, 'action_stats': {'symbol': 'ASRI.JK', 'dividends': 8, 'splits': 0, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ATAP.JK', 'price_stats': {'eod_records': 1582, 'intraday_records': 0, 'total_records': 1582}, 'action_stats': {'symbol': 'ATAP.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BAPA.JK', 'price_stats': {'eod_records': 5604, 'intraday_records': 0, 'total_records': 5604}, 'action_stats': {'symbol': 'BAPA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BAPI.JK', 'price_stats': {'eod_records': 1965, 'intraday_records': 0, 'total_records': 1965}, 'action_stats': {'symbol': 'BAPI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BBSS.JK', 'price_stats': {'eod_records': 1782, 'intraday_records': 0, 'total_records': 1782}, 'action_stats': {'symbol': 'BBSS.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BCIP.JK', 'price_stats': {'eod_records': 5015, 'intraday_records': 0, 'total_records': 5015}, 'action_stats': {'symbol': 'BCIP.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BEST.JK', 'price_stats': {'eod_records': 4295, 'intraday_records': 0, 'total_records': 4295}, 'action_stats': {'symbol': 'BEST.JK', 'dividends': 7, 'splits': 0, 'total': 7, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BIPP.JK', 'price_stats': {'eod_records': 9214, 'intraday_records': 0, 'total_records': 9214}, 'action_stats': {'symbol': 'BIPP.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BKDP.JK', 'price_stats': {'eod_records': 5785, 'intraday_records': 0, 'total_records': 5785}, 'action_stats': {'symbol': 'BKDP.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BKSL.JK', 'price_stats': {'eod_records': 8514, 'intraday_records': 0, 'total_records': 8514}, 'action_stats': {'symbol': 'BKSL.JK', 'dividends': 1, 'splits': 1, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BSBK.JK', 'price_stats': {'eod_records': 994, 'intraday_records': 0, 'total_records': 994}, 'action_stats': {'symbol': 'BSBK.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BSDE.JK', 'price_stats': {'eod_records': 5485, 'intraday_records': 0, 'total_records': 5485}, 'action_stats': {'symbol': 'BSDE.JK', 'dividends': 9, 'splits': 0, 'total': 9, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CBDK.JK', 'price_stats': {'eod_records': 333, 'intraday_records': 0, 'total_records': 333}, 'action_stats': {'symbol': 'CBDK.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CBPE.JK', 'price_stats': {'eod_records': 941, 'intraday_records': 0, 'total_records': 941}, 'action_stats': {'symbol': 'CBPE.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CITY.JK', 'price_stats': {'eod_records': 2276, 'intraday_records': 0, 'total_records': 2276}, 'action_stats': {'symbol': 'CITY.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CSIS.JK', 'price_stats': {'eod_records': 2727, 'intraday_records': 0, 'total_records': 2727}, 'action_stats': {'symbol': 'CSIS.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CTRA.JK', 'price_stats': {'eod_records': 9379, 'intraday_records': 0, 'total_records': 9379}, 'action_stats': {'symbol': 'CTRA.JK', 'dividends': 17, 'splits': 3, 'total': 20, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DMAS.JK', 'price_stats': {'eod_records': 3330, 'intraday_records': 0, 'total_records': 3330}, 'action_stats': {'symbol': 'DMAS.JK', 'dividends': 17, 'splits': 0, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DUTI.JK', 'price_stats': {'eod_records': 9241, 'intraday_records': 0, 'total_records': 9241}, 'action_stats': {'symbol': 'DUTI.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ELTY.JK', 'price_stats': {'eod_records': 9039, 'intraday_records': 0, 'total_records': 9039}, 'action_stats': {'symbol': 'ELTY.JK', 'dividends': 1, 'splits': 1, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'EMDE.JK', 'price_stats': {'eod_records': 4682, 'intraday_records': 0, 'total_records': 4682}, 'action_stats': {'symbol': 'EMDE.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FMII.JK', 'price_stats': {'eod_records': 7674, 'intraday_records': 0, 'total_records': 7674}, 'action_stats': {'symbol': 'FMII.JK', 'dividends': 0, 'splits': 2, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GMTD.JK', 'price_stats': {'eod_records': 7876, 'intraday_records': 0, 'total_records': 7876}, 'action_stats': {'symbol': 'GMTD.JK', 'dividends': 22, 'splits': 1, 'total': 23, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GPRA.JK', 'price_stats': {'eod_records': 5682, 'intraday_records': 0, 'total_records': 5682}, 'action_stats': {'symbol': 'GPRA.JK', 'dividends': 15, 'splits': 1, 'total': 16, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GRIA.JK', 'price_stats': {'eod_records': 768, 'intraday_records': 0, 'total_records': 768}, 'action_stats': {'symbol': 'GRIA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GWSA.JK', 'price_stats': {'eod_records': 4388, 'intraday_records': 0, 'total_records': 4388}, 'action_stats': {'symbol': 'GWSA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HBAT.JK', 'price_stats': {'eod_records': 769, 'intraday_records': 0, 'total_records': 769}, 'action_stats': {'symbol': 'HBAT.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HOMI.JK', 'price_stats': {'eod_records': 1660, 'intraday_records': 0, 'total_records': 1660}, 'action_stats': {'symbol': 'HOMI.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IPAC.JK', 'price_stats': {'eod_records': 1416, 'intraday_records': 0, 'total_records': 1416}, 'action_stats': {'symbol': 'IPAC.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JRPT.JK', 'price_stats': {'eod_records': 8603, 'intraday_records': 0, 'total_records': 8603}, 'action_stats': {'symbol': 'JRPT.JK', 'dividends': 20, 'splits': 2, 'total': 22, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KBAG.JK', 'price_stats': {'eod_records': 1787, 'intraday_records': 0, 'total_records': 1787}, 'action_stats': {'symbol': 'KBAG.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KIJA.JK', 'price_stats': {'eod_records': 9339, 'intraday_records': 0, 'total_records': 9339}, 'action_stats': {'symbol': 'KIJA.JK', 'dividends': 6, 'splits': 2, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KOCI.JK', 'price_stats': {'eod_records': 717, 'intraday_records': 0, 'total_records': 717}, 'action_stats': {'symbol': 'KOCI.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KOTA.JK', 'price_stats': {'eod_records': 2026, 'intraday_records': 0, 'total_records': 2026}, 'action_stats': {'symbol': 'KOTA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KSIX.JK', 'price_stats': {'eod_records': 337, 'intraday_records': 0, 'total_records': 337}, 'action_stats': {'symbol': 'KSIX.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LAND.JK', 'price_stats': {'eod_records': 2311, 'intraday_records': 0, 'total_records': 2311}, 'action_stats': {'symbol': 'LAND.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LPCK.JK', 'price_stats': {'eod_records': 8448, 'intraday_records': 0, 'total_records': 8448}, 'action_stats': {'symbol': 'LPCK.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LPKR.JK', 'price_stats': {'eod_records': 7814, 'intraday_records': 0, 'total_records': 7814}, 'action_stats': {'symbol': 'LPKR.JK', 'dividends': 11, 'splits': 2, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MKPI.JK', 'price_stats': {'eod_records': 5144, 'intraday_records': 0, 'total_records': 5144}, 'action_stats': {'symbol': 'MKPI.JK', 'dividends': 17, 'splits': 0, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MMLP.JK', 'price_stats': {'eod_records': 3318, 'intraday_records': 0, 'total_records': 3318}, 'action_stats': {'symbol': 'MMLP.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MPRO.JK', 'price_stats': {'eod_records': 2268, 'intraday_records': 0, 'total_records': 2268}, 'action_stats': {'symbol': 'MPRO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MSIE.JK', 'price_stats': {'eod_records': 766, 'intraday_records': 0, 'total_records': 766}, 'action_stats': {'symbol': 'MSIE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MTLA.JK', 'price_stats': {'eod_records': 4546, 'intraday_records': 0, 'total_records': 4546}, 'action_stats': {'symbol': 'MTLA.JK', 'dividends': 17, 'splits': 1, 'total': 18, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MTSM.JK', 'price_stats': {'eod_records': 7210, 'intraday_records': 0, 'total_records': 7210}, 'action_stats': {'symbol': 'MTSM.JK', 'dividends': 1, 'splits': 1, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NZIA.JK', 'price_stats': {'eod_records': 1957, 'intraday_records': 0, 'total_records': 1957}, 'action_stats': {'symbol': 'NZIA.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'OMRE.JK', 'price_stats': {'eod_records': 7759, 'intraday_records': 0, 'total_records': 7759}, 'action_stats': {'symbol': 'OMRE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PAMG.JK', 'price_stats': {'eod_records': 2029, 'intraday_records': 0, 'total_records': 2029}, 'action_stats': {'symbol': 'PAMG.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PLIN.JK', 'price_stats': {'eod_records': 2258, 'intraday_records': 0, 'total_records': 2258}, 'action_stats': {'symbol': 'PLIN.JK', 'dividends': 14, 'splits': 2, 'total': 16, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'POLI.JK', 'price_stats': {'eod_records': 2186, 'intraday_records': 0, 'total_records': 2186}, 'action_stats': {'symbol': 'POLI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PURI.JK', 'price_stats': {'eod_records': 1662, 'intraday_records': 0, 'total_records': 1662}, 'action_stats': {'symbol': 'PURI.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PWON.JK', 'price_stats': {'eod_records': 8122, 'intraday_records': 0, 'total_records': 8122}, 'action_stats': {'symbol': 'PWON.JK', 'dividends': 12, 'splits': 3, 'total': 15, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RBMS.JK', 'price_stats': {'eod_records': 8740, 'intraday_records': 0, 'total_records': 8740}, 'action_stats': {'symbol': 'RBMS.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RDTX.JK', 'price_stats': {'eod_records': 8729, 'intraday_records': 0, 'total_records': 8729}, 'action_stats': {'symbol': 'RDTX.JK', 'dividends': 17, 'splits': 0, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'REAL.JK', 'price_stats': {'eod_records': 1892, 'intraday_records': 0, 'total_records': 1892}, 'action_stats': {'symbol': 'REAL.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RELF.JK', 'price_stats': {'eod_records': 806, 'intraday_records': 0, 'total_records': 806}, 'action_stats': {'symbol': 'RELF.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RISE.JK', 'price_stats': {'eod_records': 2351, 'intraday_records': 0, 'total_records': 2351}, 'action_stats': {'symbol': 'RISE.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ROCK.JK', 'price_stats': {'eod_records': 1660, 'intraday_records': 0, 'total_records': 1660}, 'action_stats': {'symbol': 'ROCK.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RODA.JK', 'price_stats': {'eod_records': 7600, 'intraday_records': 0, 'total_records': 7600}, 'action_stats': {'symbol': 'RODA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SAGE.JK', 'price_stats': {'eod_records': 888, 'intraday_records': 0, 'total_records': 888}, 'action_stats': {'symbol': 'SAGE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SATU.JK', 'price_stats': {'eod_records': 2245, 'intraday_records': 0, 'total_records': 2245}, 'action_stats': {'symbol': 'SATU.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SMDM.JK', 'price_stats': {'eod_records': 7754, 'intraday_records': 0, 'total_records': 7754}, 'action_stats': {'symbol': 'SMDM.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SMRA.JK', 'price_stats': {'eod_records': 8942, 'intraday_records': 0, 'total_records': 8942}, 'action_stats': {'symbol': 'SMRA.JK', 'dividends': 22, 'splits': 3, 'total': 25, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SWID.JK', 'price_stats': {'eod_records': 1103, 'intraday_records': 0, 'total_records': 1103}, 'action_stats': {'symbol': 'SWID.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TARA.JK', 'price_stats': {'eod_records': 3602, 'intraday_records': 0, 'total_records': 3602}, 'action_stats': {'symbol': 'TARA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TRUE.JK', 'price_stats': {'eod_records': 1433, 'intraday_records': 0, 'total_records': 1433}, 'action_stats': {'symbol': 'TRUE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'VAST.JK', 'price_stats': {'eod_records': 913, 'intraday_records': 0, 'total_records': 913}, 'action_stats': {'symbol': 'VAST.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'WINR.JK', 'price_stats': {'eod_records': 1159, 'intraday_records': 0, 'total_records': 1159}, 'action_stats': {'symbol': 'WINR.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AREA.JK', 'price_stats': {'eod_records': 568, 'intraday_records': 0, 'total_records': 568}, 'action_stats': {'symbol': 'AREA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ATIC.JK', 'price_stats': {'eod_records': 3295, 'intraday_records': 0, 'total_records': 3295}, 'action_stats': {'symbol': 'ATIC.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AWAN.JK', 'price_stats': {'eod_records': 855, 'intraday_records': 0, 'total_records': 855}, 'action_stats': {'symbol': 'AWAN.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'AXIO.JK', 'price_stats': {'eod_records': 1092, 'intraday_records': 0, 'total_records': 1092}, 'action_stats': {'symbol': 'AXIO.JK', 'dividends': 6, 'splits': 0, 'total': 6, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BELI.JK', 'price_stats': {'eod_records': 994, 'intraday_records': 0, 'total_records': 994}, 'action_stats': {'symbol': 'BELI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CASH.JK', 'price_stats': {'eod_records': 1766, 'intraday_records': 0, 'total_records': 1766}, 'action_stats': {'symbol': 'CASH.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CHIP.JK', 'price_stats': {'eod_records': 913, 'intraday_records': 0, 'total_records': 913}, 'action_stats': {'symbol': 'CHIP.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CYBR.JK', 'price_stats': {'eod_records': 768, 'intraday_records': 0, 'total_records': 768}, 'action_stats': {'symbol': 'CYBR.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
